
1,201000001,02,01,2010,01,Fatal,No
1,201000002,02,01,2010,05,Fatal,Yes
1,201000012,13,01,2010,17,Fatal,Yes
1,201000014,21,01,2010,23,Fatal,No
1,201000015,22,01,2010,16,Fatal,No
1,201000017,30,01,2010,14,Fatal,Yes
1,201000019,31,01,2010,10,Fatal,Yes
1,201000021,02,02,2010,13,Fatal,No
1,201000026,25,02,2010,00,Fatal,Yes
1,201000028,28,02,2010,00,Fatal,No
1,201000033,06,03,2010,07,Fatal,Yes
1,201000040,15,03,2010,22,Fatal,No
1,201000044,17,03,2010,14,Fatal,Yes
1,201000054,03,04,2010,19,Fatal,Yes
1,201000060,08,04,2010,17,Fatal,Yes
1,201000061,10,04,2010,13,Fatal,No
1,201000062,10,04,2010,18,Fatal,Yes
1,201000065,17,04,2010,16,Fatal,Yes
1,201000067,17,04,2010,20,Fatal,Yes
1,201000073,26,04,2010,16,Fatal,Yes
1,201000075,30,04,2010,18,Fatal,No
1,201000077,05,05,2010,13,Fatal,Yes
1,201000081,17,05,2010,14,Fatal,Yes
1,201000082,09,05,2010,08,Fatal,No
1,201000090,30,05,2010,01,Fatal,No
1,201000101,01,07,2010,19,Fatal,No
1,201000103,12,07,2010,04,Fatal,Yes
1,201000104,13,07,2010,17,Fatal,No
1,201000107,25,07,2010,08,Fatal,Yes
1,201000108,22,07,2010,09,Fatal,Yes
1,201000112,17,07,2010,02,Fatal,Yes
1,201000115,25,08,2010,00,Fatal,No
1,201000121,09,09,2010,01,Fatal,No
1,201000123,17,09,2010,18,Fatal,No
1,201000128,07,10,2010,12,Fatal,Yes
1,201000129,07,10,2010,21,Fatal,No
1,201000130,08,10,2010,05,Fatal,Yes
1,201000132,15,10,2010,16,Fatal,Yes
1,201000137,31,10,2010,14,Fatal,Yes
1,201000138,05,11,2010,18,Fatal,Yes
1,201000140,10,11,2010,21,Fatal,Yes
1,201000144,14,11,2010,04,Fatal,Yes
1,201000150,24,11,2010,14,Fatal,Yes
1,201000156,06,12,2010,04,Fatal,Yes
1,201000164,21,12,2010,15,Fatal,No
1,201000166,29,12,2010,13,Fatal,No
1,201001001,01,01,2010,20,Serious,No
1,201001048,01,01,2010,10,Serious,Yes
1,201001050,01,01,2010,09,Serious,No
1,201001052,09,01,2010,11,Serious,No
1,201001054,07,01,2010,19,Serious,No
1,201001056,16,01,2010,14,Serious,No
1,201001058,08,01,2010,19,Serious,No
1,201001079,21,01,2010,15,Serious,Yes
1,201001093,19,01,2010,04,Serious,Yes
1,201001253,30,01,2010,12,Serious,No
1,201001289,01,02,2010,18,Serious,No
1,201001298,03,02,2010,07,Serious,No
1,201001314,09,03,2010,21,Serious,Yes
1,201001336,18,02,2010,13,Serious,Yes
1,201001351,07,03,2010,17,Serious,Yes
1,201001361,25,03,2010,13,Serious,No
1,201001362,24,03,2010,08,Serious,No
1,201001383,03,04,2010,15,Serious,No
1,201001387,31,03,2010,11,Serious,Yes
1,201001402,20,01,2010,09,Serious,No
1,201001495,11,02,2010,19,Serious,Yes
1,201001522,31,01,2010,15,Serious,Yes
1,201001530,09,02,2010,21,Serious,No
1,201001538,16,02,2010,10,Serious,Yes
1,201001545,04,02,2010,19,Serious,Yes
1,201001687,25,02,2010,12,Serious,No
1,201001789,18,02,2010,17,Serious,No
1,201001790,17,02,2010,10,Serious,Yes
1,201002205,06,03,2010,16,Serious,Yes
1,201002211,28,03,2010,02,Serious,No
1,201002213,19,02,2010,11,Serious,No
1,201002218,14,04,2010,11,Serious,No
1,201002325,10,04,2010,07,Serious,Yes
1,201002331,17,04,2010,23,Serious,Yes
1,201002339,11,04,2010,06,Serious,Yes
1,201002351,22,04,2010,19,Serious,Yes
1,201002353,02,05,2010,10,Serious,No
1,201002380,19,04,2010,18,Serious,No
1,201002381,15,05,2010,19,Serious,No
1,201002388,28,04,2010,12,Serious,No
1,201002644,10,04,2010,10,Serious,Yes
1,201002645,15,04,2010,14,Serious,Yes
1,201002821,04,05,2010,08,Serious,Yes
1,201002823,28,05,2010,11,Serious,No
1,201002870,05,06,2010,08,Serious,No
1,201002872,05,06,2010,08,Serious,No
1,201002888,02,06,2010,07,Serious,No
1,201002891,31,05,2010,08,Serious,Yes
1,201002897,29,05,2010,13,Serious,Yes
1,201003200,16,04,2010,15,Serious,No
1,201003204,06,05,2010,20,Serious,No
1,201003211,05,06,2010,04,Serious,No
1,201003213,29,05,2010,04,Serious,Yes
1,201003219,11,06,2010,17,Serious,Yes
1,201003221,09,07,2010,09,Serious,Yes
1,201003236,12,04,2010,14,Serious,Yes
1,201003238,22,05,2010,15,Serious,No
1,201003242,20,06,2010,15,Serious,Yes
1,201003246,15,06,2010,17,Serious,Yes
1,201003265,11,07,2010,07,Serious,Yes
1,201003294,23,06,2010,12,Serious,Yes
1,201003296,19,06,2010,01,Serious,Yes
1,201003299,17,06,2010,16,Serious,No
1,201003386,13,06,2010,14,Serious,No
1,201003389,08,06,2010,14,Serious,Yes
1,201003397,05,06,2010,14,Serious,Yes
1,201003399,12,06,2010,21,Serious,No
1,201003410,05,05,2010,14,Serious,Yes
1,201003412,09,06,2010,08,Serious,No
1,201003495,08,03,2010,16,Serious,Yes
1,201003497,24,01,2010,16,Serious,Yes
1,201003514,03,06,2010,09,Serious,No
1,201003527,06,03,2010,15,Serious,No
1,201003703,17,07,2010,12,Serious,Yes
1,201003706,13,06,2010,17,Serious,No
1,201003708,10,07,2010,22,Serious,No
1,201003714,15,07,2010,16,Serious,Yes
1,201003720,16,07,2010,06,Serious,Yes
1,201003748,15,07,2010,15,Serious,Yes
1,201003765,20,07,2010,17,Serious,Yes
1,201003766,24,07,2010,22,Serious,No
1,201003769,13,07,2010,17,Serious,No
1,201003776,19,07,2010,12,Serious,Yes
1,201003795,09,07,2010,15,Serious,Yes
1,201004112,19,07,2010,15,Serious,Yes
1,201004158,29,08,2010,01,Serious,No
1,201004159,10,09,2010,18,Serious,Yes
1,201004160,10,09,2010,06,Serious,Yes
1,201004162,06,09,2010,22,Serious,No
1,201004165,15,09,2010,15,Serious,Yes
1,201004179,07,09,2010,08,Serious,Yes
1,201004185,22,08,2010,05,Serious,Yes
1,201004196,06,09,2010,16,Serious,No
1,201004197,03,09,2010,23,Serious,No
1,201004199,30,08,2010,17,Serious,No
1,201004304,08,08,2010,18,Serious,No
1,201004316,13,04,2010,15,Serious,No
1,201004374,12,08,2010,07,Serious,Yes
1,201004412,23,08,2010,09,Serious,Yes
1,201004419,21,08,2010,09,Serious,No
1,201004430,23,08,2010,09,Serious,No
1,201004511,22,08,2010,20,Serious,Yes
1,201004757,03,10,2010,10,Serious,Yes
1,201004765,21,08,2010,01,Serious,Yes
1,201004800,17,06,2010,21,Serious,No
1,201004802,08,09,2010,16,Serious,Yes
1,201004804,10,09,2010,07,Serious,No
1,201004806,05,08,2010,13,Serious,No
1,201004807,03,09,2010,19,Serious,Yes
1,201004846,05,10,2010,15,Serious,No
1,201004849,17,10,2010,17,Serious,Yes
1,201004852,09,10,2010,19,Serious,Yes
1,201004853,15,08,2010,00,Serious,No
1,201004862,12,10,2010,22,Serious,Yes
1,201004868,18,10,2010,12,Serious,Yes
1,201004876,14,07,2010,12,Serious,No
1,201004880,22,10,2010,19,Serious,Yes
1,201004903,02,09,2010,15,Serious,No
1,201005039,29,09,2010,11,Serious,No
1,201005042,04,10,2010,08,Serious,No
1,201005212,19,10,2010,10,Serious,No
1,201005218,28,10,2010,21,Serious,No
1,201005222,21,10,2010,01,Serious,Yes
1,201005224,22,10,2010,09,Serious,No
1,201005248,05,11,2010,00,Serious,No
1,201005252,13,10,2010,11,Serious,Yes
1,201005264,20,11,2010,14,Serious,No
1,201005265,11,10,2010,14,Serious,Yes
1,201005266,25,10,2010,15,Serious,No
1,201005274,10,11,2010,14,Serious,Yes
1,201005276,13,11,2010,01,Serious,No
1,201005280,07,11,2010,11,Serious,No
1,201005634,24,11,2010,21,Serious,Yes
1,201005650,12,09,2010,13,Serious,No
1,201005652,15,11,2010,07,Serious,Yes
1,201005680,29,11,2010,08,Serious,Yes
1,201005689,23,11,2010,17,Serious,Yes
1,201005919,03,11,2010,14,Serious,No
1,201005939,18,12,2010,09,Serious,Yes
1,201005940,18,12,2010,17,Serious,Yes
1,201005945,19,12,2010,01,Serious,No
1,201005958,06,11,2010,03,Serious,No
1,201005959,18,12,2010,16,Serious,Yes
1,201005971,24,12,2010,10,Serious,Yes
1,201005973,22,12,2010,08,Serious,Yes
1,201005979,22,12,2010,18,Serious,No
1,201005999,07,12,2010,12,Serious,No
1,201006100,07,12,2010,17,Serious,No
1,201006102,04,12,2010,01,Serious,No
1,201006112,19,12,2010,03,Serious,No
1,201006113,16,12,2010,16,Serious,No
1,201006132,31,12,2010,22,Serious,Yes
1,201006135,29,12,2010,10,Serious,No
1,201006139,28,12,2010,14,Serious,Yes
1,201006141,07,12,2010,17,Serious,Yes
1,201006142,18,12,2010,19,Serious,No
1,201006143,09,12,2010,18,Serious,No
1,201006148,21,12,2010,15,Serious,Yes
1,201006162,24,12,2010,16,Serious,No
1,201006170,16,12,2010,20,Serious,Yes
1,201006390,22,12,2010,04,Serious,Yes
1,201006394,09,12,2010,07,Serious,No
1,201100001,01,01,2011,17,Fatal,Yes
1,201100006,11,01,2011,09,Fatal,No
1,201100011,24,01,2011,08,Fatal,Yes
1,201100022,16,02,2011,17,Fatal,Yes
1,201100026,04,03,2011,23,Fatal,Yes
1,201100037,08,04,2011,15,Fatal,No
1,201100041,15,04,2011,13,Fatal,Yes
1,201100045,04,05,2011,21,Fatal,Yes
1,201100048,03,05,2011,10,Fatal,Yes
1,201100052,20,05,2011,11,Fatal,Yes
1,201100066,06,07,2011,11,Fatal,No
1,201100073,15,07,2011,21,Fatal,Yes
1,201100078,04,08,2011,18,Fatal,Yes
1,201100087,18,08,2011,07,Fatal,Yes
1,201100089,30,08,2011,16,Fatal,Yes
1,201100093,10,09,2011,23,Fatal,Yes
1,201100096,15,09,2011,10,Fatal,Yes
1,201100098,18,09,2011,04,Fatal,Yes
1,201100099,18,09,2011,05,Fatal,Yes
1,201100104,03,10,2011,19,Fatal,No
1,201100106,17,10,2011,15,Fatal,Yes
1,201100108,23,10,2011,22,Fatal,Yes
1,201100110,30,10,2011,11,Fatal,Yes
1,201100118,27,11,2011,19,Fatal,Yes
1,201100124,08,12,2011,14,Fatal,Yes
1,201100127,06,12,2011,21,Fatal,No
1,201100131,22,12,2011,22,Fatal,Yes
1,201100132,25,12,2011,16,Fatal,No
1,201101040,06,01,2011,11,Serious,Yes
1,201101056,13,01,2011,18,Serious,No
1,201101064,31,01,2011,13,Serious,Yes
1,201101067,28,01,2011,02,Serious,No
1,201101097,30,01,2011,16,Serious,No
1,201101197,23,01,2011,02,Serious,No
1,201101198,14,01,2011,17,Serious,Yes
1,201101233,02,02,2011,10,Serious,Yes
1,201101403,10,02,2011,15,Serious,Yes
1,201101416,29,01,2011,11,Serious,No
1,201101418,11,02,2011,05,Serious,No
1,201101424,21,01,2011,10,Serious,Yes
1,201101425,24,02,2011,22,Serious,Yes
1,201101426,26,02,2011,21,Serious,Yes
