0023500,FAR NORTH
0039500,FAR NORTH
0040602,FAR NORTH
0045800,FAR NORTH
0060200,WHANGAREI
0066400,WHANGAREI
0067200,WHANGAREI
0076600,FAR NORTH
0081805,WHANGAREI
0119200,WHANGAREI
0133422,RODNEY
0133504,WHANGAREI
0133802,RODNEY
0134900,WHANGAREI
0135600,RODNEY
0147201,RODNEY
0147209,RODNEY
0147212,RODNEY
0147305,WHANGAREI
0147317,RODNEY
0176003,RODNEY
0178304,NORTH SHORE
0179201,NORTH SHORE
0179203,NORTH SHORE
0181613,RODNEY
0217300,RODNEY
0217400,RODNEY
0217500,RODNEY
0219502,RODNEY
0219503,RODNEY
0219504,RODNEY
0220300,RODNEY
0221305,WAITAKERE
0221306,WAITAKERE
0226400,WAITAKERE
0226602,WAITAKERE
0229702,WAITAKERE
0281601,WAITAKERE
0289300,WAITAKERE
0303400,WAITAKERE
0340605,NORTH SHORE
0340609,NORTH SHORE
0358409,WAITAKERE
0358428,WAITAKERE
0358436,AUCKLAND WEST
0411600,AUCKLAND WEST
0416000,AUCKLAND WEST
0416900,AUCKLAND WEST
0417500,AUCKLAND WEST
0420100,AUCKLAND CENTRAL
0432400,AUCKLAND CENTRAL
0440105,AUCKLAND CENTRAL
0440106,AUCKLAND CENTRAL
0440110,AUCKLAND CENTRAL
0442100,AUCKLAND CENTRAL
0444000,AUCKLAND EAST
0444400,AUCKLAND EAST
0444501,AUCKLAND EAST
0444502,AUCKLAND WEST
0445300,AUCKLAND EAST
0445600,AUCKLAND WEST
0446700,AUCKLAND WEST
0450400,AUCKLAND EAST
0450600,AUCKLAND EAST
0451600,AUCKLAND CENTRAL
0481100,AUCKLAND EAST
0481700,AUCKLAND EAST
0485400,AUCKLAND EAST
0485600,AUCKLAND EAST
0485900,AUCKLAND EAST
0501300,AUCKLAND EAST
0504200,AUCKLAND EAST
0508400,AUCKLAND EAST
0509100,AUCKLAND EAST
0543400,AUCKLAND WEST
0545300,AUCKLAND WEST
0550200,AUCKLAND WEST
0565900,AUCKLAND EAST
0567700,AUCKLAND EAST
0570200,AUCKLAND EAST
0571400,AUCKLAND EAST
0608302,RODNEY
0608311,AUCKLAND EAST
0608337,COUNTIES/MANUKAU WEST
0608349,WAITAKERE
0608350,WAITAKERE
0608356,COUNTIES/MANUKAU WEST
0634308,COUNTIES/MANUKAU SOUTH
0634326,COUNTIES/MANUKAU WEST
0634351,COUNTIES/MANUKAU EAST
0634355,COUNTIES/MANUKAU EAST
0634366,COUNTIES/MANUKAU EAST
0634379,AUCKLAND CENTRAL
0639400,AUCKLAND EAST
0639700,AUCKLAND EAST
0659300,COUNTIES/MANUKAU WEST
0670100,COUNTIES/MANUKAU WEST
0670902,COUNTIES/MANUKAU WEST
0671000,COUNTIES/MANUKAU WEST
0674700,COUNTIES/MANUKAU WEST
0696805,COUNTIES/MANUKAU WEST
0707200,COUNTIES/MANUKAU EAST
0715805,COUNTIES/MANUKAU EAST
0715909,COUNTIES/MANUKAU EAST
0716004,COUNTIES/MANUKAU EAST
0749300,COUNTIES/MANUKAU WEST
0759719,COUNTIES/MANUKAU CENTRAL
0759730,COUNTIES/MANUKAU CENTRAL
0760000,COUNTIES/MANUKAU CENTRAL
0762500,COUNTIES/MANUKAU EAST
0762700,COUNTIES/MANUKAU SOUTH
0767908,COUNTIES/MANUKAU SOUTH
0780201,COUNTIES/MANUKAU CENTRAL
0780205,COUNTIES/MANUKAU WEST
0780302,COUNTIES/MANUKAU CENTRAL
0780303,COUNTIES/MANUKAU WEST
0781300,COUNTIES/MANUKAU CENTRAL
0844200,COUNTIES/MANUKAU SOUTH
0846200,COUNTIES/MANUKAU SOUTH
0846300,COUNTIES/MANUKAU SOUTH
0846602,WAIKATO WEST
0847000,COUNTIES/MANUKAU SOUTH
0847200,WAIKATO WEST
0849002,WAIKATO WEST
0852900,WAIKATO WEST
0860400,WAIKATO WEST
0948200,WAIKATO WEST
0948400,HAMILTON CITY
0948600,HAMILTON CITY
0955800,HAMILTON CITY
0957100,HAMILTON CITY
0957801,HAMILTON CITY
0959900,WAIKATO WEST
0961000,HAMILTON CITY
0975500,WAIKATO WEST
0977000,WAIKATO WEST
0977703,HAMILTON CITY
0977801,HAMILTON CITY
0978700,HAMILTON CITY
0980800,WAIKATO WEST
0985400,WAIKATO WEST
0985500,HAMILTON CITY
0985804,HAMILTON CITY
0991703,WAIKATO WEST
1004800,WAIKATO WEST
1013800,WAIKATO WEST
1014100,WAIKATO WEST
1015300,NEW PLYMOUTH
1016102,WAIKATO WEST
1016202,NEW PLYMOUTH
1016400,WAIKATO WEST
1016500,NEW PLYMOUTH
1017400,WAIKATO WEST
1028700,RUAPEHU
1029001,RUAPEHU
1039100,WAIKATO WEST
1039202,WAIKATO WEST
1039300,RUAPEHU
1039400,RUAPEHU
1039600,RUAPEHU
1041800,RUAPEHU
1042000,RUAPEHU
1048602,WAIKATO EAST
1061702,WAIKATO EAST
1061703,WAIKATO EAST
1069700,WAIKATO EAST
